agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201712121900/14/1411/1412_beat_meeting,1411/1412 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-12-12 19:00,2017-09-07 20:00,America/Chicago,confirmed,0,N/A,N/A,"St. Nicolai Church, 3000 N. Kedzie",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712121900/12/1222_beat_meeting,1222 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-12-12 19:00,2017-12-12 20:00,America/Chicago,confirmed,0,N/A,N/A,Above and Beyond Family Recovery Center-2942 W Lake St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712121900/24/beat_2411_community_relations_meeting,Beat 2411 Community Relations Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-12-12 19:00,2017-12-12 20:00,America/Chicago,confirmed,0,N/A,N/A,Indian Boundary Park 2500 W. Lunt,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712121830/9/913/915_beat_meeting,913/915 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9",2017-12-12 18:30,2017-12-12 19:30,America/Chicago,confirmed,0,N/A,N/A,009th District Station 3120 S. Halsted St. ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712111830/19/beat_1934_1935,Beat 1934 & 1935,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-12-11 18:30,2017-12-11 19:30,America/Chicago,confirmed,0,N/A,N/A,"2nd Unitarian Church, 656 W. Barry",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071900/3/all_beats_meeting,All Beats Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-12-07 19:00,2017-12-07 20:00,America/Chicago,confirmed,0,N/A,N/A,"South Shore Culture Center
7059 South Shore Dr.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071900/8/834_beat_meeting,834 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-12-07 19:00,2017-12-07 20:00,America/Chicago,confirmed,0,N/A,N/A,Bogan High School 3939 W. 79th St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071900/16/1632_beat_meeting,1632 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-12-07 19:00,2017-12-07 20:00,America/Chicago,confirmed,0,N/A,N/A,Schorsch Village Hall 6940 W. Belmont,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071900/4/434_community_beat_meeting,434 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-12-07 19:00,2017-12-07 20:00,America/Chicago,confirmed,0,N/A,N/A,10501 S. Torrence Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071900/22/beat_2211_2212_meetings,Beat 2211 & 2212 Meetings,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-12-07 19:00,,America/Chicago,confirmed,0,N/A,N/A,022nd District Community Room - 1900 W. Monterey,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071830/19/beat_1915,Beat 1915,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-12-07 18:30,2017-12-07 19:30,America/Chicago,confirmed,0,N/A,N/A,"Uptown Buena Library, 929 W. Buena",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712071830/25/2522_beat_meeting,2522 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-12-07 18:30,2017-12-07 19:30,America/Chicago,confirmed,0,N/A,N/A,Hermosa Park 2240 N. Kilbourn,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061900/9/911/921_beat_meeting,911/921 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9",2017-12-06 19:00,2017-12-06 20:00,America/Chicago,confirmed,0,N/A,N/A,Davis School Annex- 3050 W. 39th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061900/16/1622_beat_meeting,1622 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-12-06 19:00,2017-12-06 20:00,America/Chicago,confirmed,0,N/A,N/A,Dunham Park 4638 N. Melvina,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061900/19/beat_1923_24_25,"Beat 1923, 24 & 25","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-12-06 19:00,2017-12-06 20:00,America/Chicago,confirmed,0,N/A,N/A,"19th District Police Station, 850 W. Addison",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061900/4/414_community_beat_meeting,414 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-12-06 19:00,2017-12-06 20:00,America/Chicago,confirmed,0,N/A,N/A,1750 E. 78th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061830/25/2512_beat_meeting,2512 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-12-06 18:30,2017-12-06 19:30,America/Chicago,confirmed,0,N/A,N/A,Shriner's Hospital2211 N. Oak Park,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712061800/12/1224_beat_meeting,1224 Beat Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-12-06 18:00,2017-12-06 19:00,America/Chicago,confirmed,0,N/A,N/A,Chicago Police Academy- 1300 W Jackson,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712060700/20/2033_beat_meeting,2033 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-12-06 07:00,2017-12-06 08:00,America/Chicago,confirmed,0,N/A,N/A,Bezazian Library 1226 W. Ainslie St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051900/12/1212_beat_meeting,1212 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-12-05 19:00,2017-10-05 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Helens Church-2347 W Augusta,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051900/24/beat_2413_community_relations_meeting,Beat 2413 Community Relations Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-12-05 19:00,,America/Chicago,confirmed,0,N/A,N/A,Green Briar Park 2650 W. Peterson,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051900/16/1612_beat_meeting,1612 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-12-05 19:00,2017-12-05 20:00,America/Chicago,confirmed,0,N/A,N/A,Olympia Park 6566 N. Avondale,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051900/4/433_beat_community_meeting,433 Beat Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-12-05 19:00,2017-12-05 20:00,America/Chicago,confirmed,0,N/A,N/A,13323 S. Green Bay Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051800/9/924_beat_meeting,924 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9",2017-12-05 18:00,2017-12-05 19:00,America/Chicago,confirmed,0,N/A,N/A,Davis Square Park- 4430 S. Marshfield,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712051700/8/822/824_beat_meeting,822/824 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-12-05 17:00,2017-12-05 18:00,America/Chicago,confirmed,0,N/A,N/A,Hernandez Middle School at 3510 W. 55th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201712041900/20/2011_beat_meeting,2011 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-12-04 19:00,2017-12-04 20:00,America/Chicago,confirmed,0,N/A,N/A,20th District Community Room 5400 N. Lincoln Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711301830/14/1432_beat_meeting,1432 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-11-30 18:30,2017-11-30 19:30,America/Chicago,confirmed,0,N/A,N/A,Covenant Presbyterian Church 2022 W. Dickens,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711291900/20/2032_beat_meeting,2032 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-11-29 19:00,2017-11-29 20:00,America/Chicago,confirmed,0,N/A,N/A,Ravenswood Evangelical Church 4900 N. Damen,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/24/beat_2422_community_relations_meeting,Beat 2422 Community Relations Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-11-28 19:00,,America/Chicago,confirmed,0,N/A,N/A,Willye White Park 1610 W. Howard,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/24/beat_2433_community_relations_meeting,Beat 2433 Community Relations Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-11-28 19:00,,America/Chicago,confirmed,0,N/A,N/A,Edgewater Library 6000 N. Broadway,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/8/813/833_beat_meeting,813/833 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-11-28 19:00,2017-11-28 20:00,America/Chicago,confirmed,0,N/A,N/A,West Lawn Park 4233 W. 65th St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/9/923_beat_meeting,923 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9",2017-11-28 19:00,2017-11-28 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Simon Church Hall- 5157 S. California,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/20/2031_beat_meeting,2031 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-11-28 19:00,2017-11-28 20:00,America/Chicago,confirmed,0,N/A,N/A,Swedish Covenant Hospital Anderson Pavilion 3751 W. Winona St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281900/12/1211_beat_meeting,1211 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-11-28 19:00,2017-11-28 20:00,America/Chicago,confirmed,0,N/A,N/A,Norwegian Hospital- 1044 N Francisco,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281830/6/614_beat_meeting,614 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-11-28 18:30,2017-11-28 19:30,America/Chicago,confirmed,0,N/A,N/A,Foster Park Field House 1440 W. 84th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281830/25/2513_beat_meeting,2513 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-28 18:30,2017-11-28 19:30,America/Chicago,confirmed,0,N/A,N/A,Amundsen Park 6200 W. Bloomingdale,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281800/11/beat_meeting_1135,Beat Meeting: 1135,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2017-11-28 18:00,2017-11-28 19:00,America/Chicago,confirmed,0,N/A,N/A,Altgeld Park 515 S. Washtenaw,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711281800/9/922_beat_meeting,922 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9",2017-11-28 18:00,2017-11-28 19:00,America/Chicago,confirmed,0,N/A,N/A,Shields Middle School-2611 W.48th St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711271800/6/beat_facilitator/dac,Beat facilitator/DAC,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2017-11-27 18:00,2017-11-27 19:00,America/Chicago,confirmed,0,N/A,N/A,6th District Police Station 7808 S. Halsted St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711221830/25/2523_beat_meeting,2523 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-22 18:30,2017-11-22 19:30,America/Chicago,confirmed,0,N/A,N/A,St. Joseph 4021 W. Belmont,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711221815/17/beat_1713_beat_meeting,Beat 1713  Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-11-22 18:15,2017-11-22 19:15,America/Chicago,confirmed,0,N/A,N/A,"North Park University, 5000 N. Spaulding Ave.  ",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711221800/12/1235_beat_meeting,1235 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-11-22 18:00,2017-11-22 19:00,America/Chicago,confirmed,0,N/A,N/A,Las Americas- 1611 S Racine,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211900/16/1633_beat_meeting,1633 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-11-21 19:00,2017-11-21 20:00,America/Chicago,confirmed,0,N/A,N/A,Merrimac Park 6343 W. Irving Pk Rd.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211900/8/811_beat_meeting,811 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-11-21 19:00,2017-11-21 20:00,America/Chicago,confirmed,0,N/A,N/A,Good Shepherd Church 5550 S. Merrimac,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211900/24/beat_2424_community_relations_meeting,Beat 2424 Community Relations Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-11-21 19:00,,America/Chicago,confirmed,0,N/A,N/A,Pottawatomie Park 7340 N. Rogers,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211900/12/1223_beat_meeting,1223 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-11-21 19:00,2017-11-21 20:00,America/Chicago,confirmed,0,N/A,N/A,Westhaven Community Room-1939 W Lake,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211900/19/beat_1911_and_1912_community_meeting,Beat 1911 and 1912 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-11-21 19:00,2017-11-21 20:00,America/Chicago,confirmed,0,N/A,N/A,"Sulzer Library, 4455 N. Lincoln",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211830/6/613_beat_meeting,613 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-11-21 18:30,2017-11-21 19:30,America/Chicago,confirmed,0,N/A,N/A,Walter Q. Gresham Elem. School 8524 S. Green,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211830/1/caps_beat_131/132_residential_meeting,CAPS Beat 131/132 Residential Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1",2017-11-21 18:30,2017-11-21 19:30,America/Chicago,confirmed,0,N/A,N/A,Hilliard Apartments 30 West Cermak Road ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211830/25/2531_beat_meeting,2531 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-21 18:30,2017-11-21 18:30,America/Chicago,confirmed,0,N/A,N/A,5555 W Grand Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211830/25/2525_beat_meeting,2525 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-21 18:30,2017-11-21 19:30,America/Chicago,confirmed,0,N/A,N/A,Mozart Park 2036 N. Avers,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211830/2/beat_meeting_for_beats_221/223,Beat Meeting for Beats 221/223,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-11-21 18:30,2017-11-21 19:30,America/Chicago,confirmed,0,N/A,N/A,4314 S. Cottage Grove (King Center),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211800/11/beat_meeting_1133/34,Beat Meeting: 1133/34,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2017-11-21 18:00,2017-11-21 19:00,America/Chicago,confirmed,0,N/A,N/A,Homan Square Community Center 3559 W. Arthington ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711211800/9/beat_932_934_and_935_community_meeting,"Beat 932,934 and 935 Community Meeting","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 9329",2017-11-21 18:00,2017-11-21 19:00,America/Chicago,confirmed,0,N/A,N/A,"WestHaven Senior Homes, 850 W. Garfield Blv",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711201500/15/district_advisory_committee_meeting,District Advisory Committee Meeting,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2017-11-20 15:00,2017-11-20 16:00,America/Chicago,confirmed,0,N/A,N/A,"District Station, 5701 W. Madison",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
